DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1;Crm Cd 2;Crm Cd 3;Crm Cd 4;LOCATION;Cross Street;LAT;LON
201412910;06/27/2020 12:00:00 AM;06/24/2020 12:00:00 AM;1200;14;Pacific;1454;1;480;BIKE - STOLEN;344;25;M;A;707;GARAGE/CARPORT;;;IC;Invest Cont;480;;;;4700    LINCOLN                      BL;;33.98;-1.184.384
201805823;02/03/2020 0:00;02/03/2020 0:00;1000;18;Southeast;1861;2;624;BATTERY - SIMPLE ASSAULT;0913 0602 0319 0400 1202 0416 1402 0562;71;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;624;;;;11400    MENLO                        AV;;33.931;-1.182.893
201418075;09/30/2020 12:00:00 AM;09/30/2020 12:00:00 AM;2030;14;Pacific;1434;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1701 0447 0416 1202 0360 0913 0602;87;M;W;501;SINGLE FAMILY DWELLING;311;HAMMER;AA;Adult Arrest;230;;;;3600    ASHWOOD                      AV;;340.015;-1.184.473
201905596;02/04/2020 0:00;02/03/2020 0:00;2200;19;Mission;1913;1;520;VEHICLE - ATTEMPT STOLEN;1607;42;M;H;101;STREET;;;IC;Invest Cont;520;;;;12900    WOODCOCK                     AV;;343.043;-1.184.534
201420630;11/21/2020 12:00:00 AM;11/21/2020 12:00:00 AM;2102;14;Pacific;1437;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 2004;60;M;W;121;YARD (RESIDENTIAL/BUSINESS);;;IC;Invest Cont;740;;;;3700    FULLER                       AV;;340.167;-1.184.183
201518118;11/28/2020 12:00:00 AM;11/20/2020 12:00:00 AM;1200;15;N Hollywood;1563;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);1822 1300 0344;50;M;W;101;STREET;;;IC;Invest Cont;331;;;;11900    SARAH                        ST;;34.154;-1.183.932
201908374;04/03/2020 0:00;01/21/2020 12:00:00 AM;1530;19;Mission;1985;2;668;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER);0344 1300;0;M;O;203;OTHER BUSINESS;;;AO;Adult Other;668;;;;8500    VAN NUYS                     BL;;342.248;-1.184.488
201513238;07/28/2020 12:00:00 AM;07/28/2020 12:00:00 AM;1740;15;N Hollywood;1502;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;12700    COHASSET                     ST;;342.072;-118.411
201317593;09/27/2020 12:00:00 AM;09/26/2020 12:00:00 AM;2300;13;Newton;1323;1;310;BURGLARY;0358 0344 0325 0329 1602 0397;0;X;X;203;OTHER BUSINESS;;;IC;Invest Cont;310;;;;2500    GRIFFITH                     AV;;340.204;-1.182.572
201510050;05/15/2020 12:00:00 AM;05/15/2020 12:00:00 AM;345;15;N Hollywood;1531;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;46;M;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;740;;;;5900    WHITSETT                     AV;;34.174;-1.184.095
202012983;08/03/2020 0:00;08/01/2020 0:00;1900;20;Olympic;2019;1;310;BURGLARY;0324 0325 0358 1609 1822;0;X;X;252;COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.);;;IC;Invest Cont;310;;;;100 S  VERMONT                      AV;;340.721;-1.182.917
201908187;03/29/2020 12:00:00 AM;03/28/2020 12:00:00 AM;1930;19;Mission;1983;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;ROSCOE                       BL;COLUMBUS                     AV;342.215;-1.184.655
202112391;08/06/2020 0:00;08/06/2020 0:00;120;21;Topanga;2183;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;23100    AVENUE SAN LUIS;;341.615;-1.186.311
201610977;07/12/2020 0:00;07/12/2020 0:00;310;16;Foothill;1613;1;210;ROBBERY;0344 1822 2006;41;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;210;;;;12700    VAN NUYS                     BL;;342.756;-1.184.092
211406584;11/17/2020 12:00:00 AM;11/17/2020 12:00:00 AM;536;14;Pacific;1445;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0344 1607;36;M;W;710;OTHER PREMISE;;;IC;Invest Cont;440;;;;VENICE;BEETHOVEN;339.998;-1.184.412
201815333;08/10/2020 0:00;08/07/2020 0:00;2000;18;Southeast;1821;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;CENTURY                      ST;FIGUEROA;339.455;-1.182.826
202111297;07/06/2020 0:00;07/06/2020 0:00;1750;21;Topanga;2147;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0913 2021 0416 0445;29;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);306;ROCK/THROWN OBJECT;IC;Invest Cont;230;;;;20700    SHERMAN                      WY;;34.201;-1.185.847
201506305;02/17/2020 12:00:00 AM;02/08/2020 0:00;1700;15;N Hollywood;1535;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;108;PARKING LOT;;;IC;Invest Cont;420;;;;5700    CAMELLIA                     AV;;34.174;-1.183.822
202007991;03/26/2020 12:00:00 AM;02/19/2020 12:00:00 AM;325;20;Olympic;2054;2;354;THEFT OF IDENTITY;0930 0100 1822;19;F;K;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;900 S  HARVARD                      BL;;340.539;-1.183.042
201807291;02/26/2020 12:00:00 AM;02/25/2020 12:00:00 AM;2230;18;Southeast;1802;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1822 1407;49;M;H;101;STREET;;;IC;Invest Cont;740;998;;;86TH                         PL;BROADWAY;339.593;-1.182.782
201405230;01/20/2020 12:00:00 AM;01/19/2020 12:00:00 AM;1930;14;Pacific;1438;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1300;53;F;W;101;STREET;;;IC;Invest Cont;420;;;;3500    KELTON                       AV;;340.221;-1.184.166
201705325;02/02/2020 0:00;02/02/2020 0:00;2120;17;Devonshire;1767;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);1606 0352 0344;42;F;H;108;PARKING LOT;;;IC;Invest Cont;331;;;;18400    PLUMMER                      ST;;342.428;-1.185.336
212113381;09/01/2021 0:00;09/03/2020 0:00;1200;21;Topanga;2187;2;354;THEFT OF IDENTITY;0377 0923;37;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;5200    MEDINA                       RD;;341.634;-1.185.997
201413302;07/05/2020 0:00;07/05/2020 0:00;1005;14;Pacific;1434;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1306 0344 1300;56;M;H;707;GARAGE/CARPORT;;;IC;Invest Cont;420;;;;12600    VENICE                       BL;;339.978;-1.184.456
201708264;04/16/2020 12:00:00 AM;04/16/2020 12:00:00 AM;1;17;Devonshire;1756;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1402 1606 0344;34;M;W;707;GARAGE/CARPORT;;;IC;Invest Cont;420;998;;;17800    MERRIDY                      ST;;342.522;-1.185.216
201511873;06/26/2020 12:00:00 AM;06/26/2020 12:00:00 AM;1250;15;N Hollywood;1512;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;0421 1813 2000;39;F;W;501;SINGLE FAMILY DWELLING;511;VERBAL THREAT;AA;Adult Arrest;930;;;;6600    ALCOVE                       AV;;341.903;-1.184.128
201704693;01/17/2020 12:00:00 AM;01/16/2020 12:00:00 AM;2100;17;Devonshire;1793;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);1258 0552 1402 0558 0550 0500 0522 0506 0913;6;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;812;860;;;18900    PARTHENIA                    ST;;342.282;-1.185.492
201506351;02/17/2020 12:00:00 AM;02/05/2020 0:00;500;15;N Hollywood;1546;1;310;BURGLARY;0344 0321 1607;51;M;W;507;CONDOMINIUM/TOWNHOUSE;;;IC;Invest Cont;310;;;;11600    CHANDLER                     BL;;341.684;-1.183.851
201909790;05/14/2020 12:00:00 AM;05/14/2020 12:00:00 AM;600;19;Mission;1969;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;49;M;H;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;745;;;;13100    BRANFORD                     ST;;342.429;-118.425
202111024;06/29/2020 12:00:00 AM;06/29/2020 12:00:00 AM;1200;21;Topanga;2104;1;330;BURGLARY FROM VEHICLE;0344 1609;54;M;H;101;STREET;;;IC;Invest Cont;330;;;;ALABAMA                      AV;NORDHOFF                     ST;34.232;-1.186.006
201518508;12/08/2020 0:00;12/07/2020 0:00;1;15;N Hollywood;1512;2;354;THEFT OF IDENTITY;377;33;M;H;605;AUTOMATED TELLER MACHINE (ATM);;;IC;Invest Cont;354;;;;12700    VANOWEN                      ST;;34.194;-1.184.101
201914592;09/17/2020 12:00:00 AM;09/16/2020 12:00:00 AM;2000;19;Mission;1911;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;15800    ROXFORD                      ST;;34.31;-1.184.808
201905302;01/30/2020 12:00:00 AM;01/30/2020 12:00:00 AM;617;19;Mission;1925;2;901;VIOLATION OF RESTRAINING ORDER;2038 0554;40;F;H;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;901;;;;14400    CARLSBAD                     ST;;342.947;-1.184.464
202107169;03/10/2020 0:00;03/10/2020 0:00;750;21;Topanga;2187;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 2004;32;F;B;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;420;;;;VENTURA                      BL;DE SOTO                      AV;341.664;-1.185.883
201613483;10/04/2020 0:00;10/04/2020 0:00;430;16;Foothill;1684;1;520;VEHICLE - ATTEMPT STOLEN;1501;49;M;H;101;STREET;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;520;;;;7700    GENTRY                       AV;;342.103;-1.183.932
201805370;01/26/2020 12:00:00 AM;01/26/2020 12:00:00 AM;615;18;Southeast;1821;1;433;DRIVING WITHOUT OWNER CONSENT (DWOC);1402 1300;0;X;X;101;STREET;;;AA;Adult Arrest;433;998;;;98TH;FIGUEROA;339.472;-1.182.827
201820033;11/04/2020 0:00;11/03/2020 0:00;1330;18;Southeast;1821;2;624;BATTERY - SIMPLE ASSAULT;0603 0913 0444;34;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;600 W  95TH                         ST;;339.501;-1.182.839
201708332;04/19/2020 12:00:00 AM;04/19/2020 12:00:00 AM;2100;17;Devonshire;1725;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0913 1202 1814 0444 2021 0429;65;M;W;507;CONDOMINIUM/TOWNHOUSE;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;626;;;;11300    OLD RANCH                    CI;;342.652;-118.564
201315440;08/13/2020 12:00:00 AM;08/12/2020 0:00;1700;13;Newton;1371;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;58TH                         ST;BROADWAY;339.898;-1.182.783
201818515;10/08/2020 0:00;10/08/2020 0:00;1100;18;Southeast;1821;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;1822 0319 0412 0432 1906 0421;64;F;H;501;SINGLE FAMILY DWELLING;511;VERBAL THREAT;IC;Invest Cont;930;;;;600 W  98TH                         ST;;339.471;-1.182.852
201708319;04/18/2020 12:00:00 AM;04/18/2020 12:00:00 AM;1100;17;Devonshire;1787;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0394 1300 0216 0326 0344;30;F;W;119;PORCH, RESIDENTIAL;;;IC;Invest Cont;440;;;;8900    BALCOM                       AV;;342.323;-1.185.209
202115407;10/28/2020 12:00:00 AM;10/28/2020 12:00:00 AM;2130;21;Topanga;2115;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;20;F;H;122;VEHICLE, PASSENGER/TRUCK;;;AA;Adult Arrest;745;;;;21800    LANARK                       ST;;342.176;-1.186.045
202013360;08/12/2020 0:00;08/09/2020 0:00;1000;20;Olympic;2011;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;200 S  VAN NESS                     AV;;340.694;-1.183.157
201510023;05/14/2020 12:00:00 AM;05/12/2020 0:00;1030;15;N Hollywood;1532;1;310;BURGLARY;344;58;F;B;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;;;;12300    OXNARD                       ST;;341.794;-1.184.008
201705375;02/03/2020 0:00;01/22/2020 12:00:00 AM;1800;17;Devonshire;1767;1;210;ROBBERY;0344 0416 0421 0438 0337 0405 1251 0216 0913 1814;23;M;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;210;;;;9800    RESEDA                       BL;;342.482;-1.185.361
201414003;07/19/2020 12:00:00 AM;07/19/2020 12:00:00 AM;615;14;Pacific;1479;2;753;DISCHARGE FIREARMS/SHOTS FIRED;1407 1100;0;X;X;102;SIDEWALK;109;SEMI-AUTOMATIC PISTOL;IC;Invest Cont;753;998;;;OSAGE                        AV;76TH                         ST;339.694;-1.183.787
201511602;06/20/2020 12:00:00 AM;06/20/2020 12:00:00 AM;2100;15;N Hollywood;1545;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);344;75;F;W;108;PARKING LOT;;;IC;Invest Cont;420;;;;5300    RADFORD                      AV;;341.667;-1.183.916
202114286;09/18/2020 12:00:00 AM;08/31/2020 12:00:00 AM;1700;21;Topanga;2134;2;860;BATTERY WITH SEXUAL CONTACT;0913 0940 0448;13;F;O;102;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;860;;;;CAPISTRANO                   AV;SALE                         AV;341.991;-1.186.182
201508837;04/15/2020 12:00:00 AM;04/15/2020 12:00:00 AM;1700;15;N Hollywood;1555;2;624;BATTERY - SIMPLE ASSAULT;0400 0416;35;M;B;203;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;5000    LANKERSHIM                   BL;;341.611;-1.183.723
201413596;07/10/2020 0:00;07/10/2020 0:00;2155;14;Pacific;1494;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0400 0416 0913;31;M;B;212;TRANSPORTATION FACILITY (AIRPORT);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;626;;;;500    WORLD WAY;;339.427;-1.184.052
231818830;11/01/2023 0:00;01/01/2020 0:00;1;18;Southeast;1841;2;762;LEWD CONDUCT;0913 0602 0360 0545 0536 0531 1258;6;M;B;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;762;;;;500 W  108TH                        ST;;339.383;-1.182.826
201321190;12/13/2020 12:00:00 AM;12/13/2020 12:00:00 AM;800;13;Newton;1367;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;4400    LONG BEACH                   AV;;340.035;-1.182.431
202006849;02/28/2020 12:00:00 AM;02/28/2020 12:00:00 AM;2035;20;Olympic;2024;2;624;BATTERY - SIMPLE ASSAULT;416;38;F;H;102;SIDEWALK;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;624;;;;IROLO                        ST;WILSHIRE                     BL;340.636;-1.183.047
201712480;08/24/2020 12:00:00 AM;07/24/2020 12:00:00 AM;1500;17;Devonshire;1735;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD;1906 1259 1251 0443 2024 1817;14;M;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;956;;;;17500    LOS ALIMOS                   ST;;342.661;-1.185.154
201609143;05/17/2020 12:00:00 AM;05/17/2020 12:00:00 AM;1445;16;Foothill;1669;1;310;BURGLARY;1609 1307;41;F;A;507;CONDOMINIUM/TOWNHOUSE;;;IC;Invest Cont;310;;;;6300    HONOLULU                     AV;;34.233;-1.182.689
202009225;05/01/2020 0:00;05/01/2020 0:00;2320;20;Olympic;2081;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;0913 2000 2002 0344 0444 1276 1814;26;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;626;;;;1800 S  ST ANDREWS                   PL;;340.418;-1.183.116
201811101;05/14/2020 12:00:00 AM;04/20/2020 12:00:00 AM;900;18;Southeast;1831;2;354;THEFT OF IDENTITY;0929 1822;79;M;B;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;500    ATHENS                       BL;;33.921;-1.182.836
201315720;08/19/2020 12:00:00 AM;08/16/2020 12:00:00 AM;2100;13;Newton;1391;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0913 2060 0334 0448 0408 1218 2004;20;F;H;102;SIDEWALK;200;KNIFE WITH BLADE 6INCHES OR LESS;IC;Invest Cont;230;;;;63RD                         ST;BROADWAY;339.818;-1.182.783
201817356;09/17/2020 12:00:00 AM;08/02/2020 0:00;1200;18;Southeast;1841;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;700 W  110TH                        ST;;339.356;-1.182.875
201412534;06/19/2020 12:00:00 AM;06/18/2020 12:00:00 AM;2300;14;Pacific;1445;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);0329 1606;51;M;O;101;STREET;;;IC;Invest Cont;331;;;;12700    CASWELL                      AV;;339.988;-118.436
201506927;02/28/2020 12:00:00 AM;02/26/2020 12:00:00 AM;2130;15;N Hollywood;1596;1;510;VEHICLE - STOLEN;;0;;;123;PARKING UNDERGROUND/BUILDING;;;IC;Invest Cont;510;;;;10900    FRUITLAND                    DR;;341.385;-118.368
201613527;10/05/2020 0:00;10/05/2020 0:00;320;16;Foothill;1611;2;623;BATTERY POLICE (SIMPLE);1822 0356 1212;0;M;H;101;STREET;109;SEMI-AUTOMATIC PISTOL;AO;Adult Other;623;;;;11600    WOODCOCK                     AV;;342.814;-1.184.269
201916818;11/12/2020 0:00;11/12/2020 0:00;1530;19;Mission;1944;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 0913 0555 0906 1816;32;F;H;501;SINGLE FAMILY DWELLING;;;AO;Adult Other;745;;;;14400    BRAND                        BL;;342.757;-1.184.478
201818679;10/11/2020 0:00;10/11/2020 0:00;540;18;Southeast;1836;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 1300 1822;0;M;X;122;VEHICLE, PASSENGER/TRUCK;;;AA;Adult Arrest;745;;;;10600    COMPTON                      AV;;339.383;-1.182.494
202010566;06/05/2020 0:00;05/29/2020 12:00:00 AM;1800;20;Olympic;2069;1;320;BURGLARY, ATTEMPTED;1822 1602 0397;0;X;X;248;CELL PHONE STORE;;;IC;Invest Cont;320;;;;2200 W  PICO                         BL;;340.499;-1.182.879
211204306;12/26/2020 12:00:00 AM;12/22/2020 12:00:00 AM;2115;12;77th Street;1203;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);0344 1822 0352;45;F;O;710;OTHER PREMISE;;;IC;Invest Cont;331;;;;5100 S  WILTON                       PL;;339.998;-1.183.149
201613562;10/06/2020 0:00;10/03/2020 0:00;1430;16;Foothill;1665;2;888;TRESPASSING;1501;66;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;888;;;;11000    PEORIA                       ST;;342.443;-1.183.723
201818892;10/15/2020 12:00:00 AM;10/02/2020 0:00;1500;18;Southeast;1824;2;668;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER);;0;;;203;OTHER BUSINESS;;;AO;Adult Other;668;;;;700 E  94TH                         ST;;339.511;-118.263
201807753;03/06/2020 0:00;03/05/2020 0:00;1800;18;Southeast;1837;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;10900    WILLOWBROOK                  AV;;339.371;-1.182.421
201915140;10/01/2020 0:00;10/01/2020 0:00;530;19;Mission;1909;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;74;M;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;740;;;;12700    SHENLEY                      ST;;343.271;-1.184.109
201517395;11/10/2020 0:00;11/09/2020 0:00;530;15;N Hollywood;1506;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;11200    SHERMAN                      WY;;342.012;-1.183.754
201506800;02/26/2020 12:00:00 AM;02/26/2020 12:00:00 AM;1300;15;N Hollywood;1557;2;624;BATTERY - SIMPLE ASSAULT;400;57;F;W;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;10800    OTSEGO                       ST;;341.627;-1.183.659
201917906;12/09/2020 0:00;12/06/2020 0:00;930;19;Mission;1999;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);385;36;F;H;101;STREET;;;IC;Invest Cont;331;;;;CANTALOUPE                   AV;MAMMOTH                      AV;342.131;-118.432
201708176;04/14/2020 12:00:00 AM;04/11/2020 0:00;2200;17;Devonshire;1762;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;21100    SUPERIOR                     ST;;342.464;-1.185.929
201407556;03/02/2020 0:00;02/29/2020 12:00:00 AM;2100;14;Pacific;1431;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;1300    ABBOT KINNEY                 BL;;339.912;-1.184.681
201315968;08/24/2020 12:00:00 AM;08/21/2020 12:00:00 AM;1800;13;Newton;1367;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1300 0385 0344;0;X;X;203;OTHER BUSINESS;;;IC;Invest Cont;420;;;;1800 E  46TH                         ST;;340.016;-1.182.405
201814329;07/21/2020 12:00:00 AM;06/01/2020 0:00;800;18;Southeast;1834;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;300 E  104TH                        ST;;339.419;-118.269
201318983;10/24/2020 12:00:00 AM;10/24/2020 12:00:00 AM;1040;13;Newton;1391;1;210;ROBBERY;1822 0334 0325 0416;0;M;W;242;DISCOUNT STORE (99 CENT,DOLLAR,ETC.;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;210;;;;6300 S  BROADWAY;;339.789;-1.182.795
201514554;08/30/2020 12:00:00 AM;08/30/2020 12:00:00 AM;1000;15;N Hollywood;1591;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 2004;0;M;W;402;MARKET;;;IC;Invest Cont;745;;;;VENTURA                      BL;COLDWATER CANYON             AV;341.451;-1.184.137
202105480;02/02/2020 0:00;01/30/2020 12:00:00 AM;1500;21;Topanga;2136;2;940;EXTORTION;0337 1913 0443 0344;20;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;940;;;;7300    ETON                         AV;;342.029;-1.185.955
202009150;04/30/2020 12:00:00 AM;04/30/2020 12:00:00 AM;745;20;Olympic;2053;1;510;VEHICLE - STOLEN;;0;;;104;DRIVEWAY;;;IC;Invest Cont;510;;;;1000 S  HARVARD                      BL;;340.527;-1.183.066
201418384;09/08/2020 0:00;09/07/2020 0:00;1430;14;Pacific;1436;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1300 0344 0386;39;F;W;101;STREET;;;IC;Invest Cont;420;;;;VENICE                       BL;SAWTELLE;340.117;-1.184.195
210707361;04/02/2021 0:00;08/09/2020 0:00;1130;7;Wilshire;734;1;761;BRANDISH WEAPON;0334 2021;35;F;O;501;SINGLE FAMILY DWELLING;200;KNIFE WITH BLADE 6INCHES OR LESS;IC;Invest Cont;761;;;;6200 W  3RD                          ST;;340.708;-1.183.563
202006156;02/14/2020 12:00:00 AM;02/14/2020 12:00:00 AM;1210;20;Olympic;2014;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0913 0444;25;F;B;104;DRIVEWAY;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626;;;;100 S  NORMANDIE                    AV;;340.726;-1.183.029
202109143;05/10/2020 0:00;05/10/2020 0:00;1930;21;Topanga;2143;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1606 1202;69;M;O;108;PARKING LOT;;;IC;Invest Cont;420;;;;6300    FALLBROOK                    AV;;341.883;-1.186.274
201321391;12/18/2020 12:00:00 AM;12/18/2020 12:00:00 AM;1107;13;Newton;1367;1;210;ROBBERY;2048 0429 0344 0352 0910 0416 1822 1218;43;M;H;935;MTA - BLUE LINE - WASHINGTON;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;210;;;;4400    LONG BEACH                   AV;;340.035;-1.182.431
201312391;06/17/2020 12:00:00 AM;06/16/2020 12:00:00 AM;344;13;Newton;1381;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 1307;50;M;H;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;745;;;;5800 S  BROADWAY;;339.862;-1.182.794
201320317;11/23/2020 12:00:00 AM;11/19/2020 12:00:00 AM;1700;13;Newton;1361;2;903;CONTEMPT OF COURT;2000 0913;45;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;AO;Adult Other;903;;;;100 W  51ST                         ST;;339.965;-1.182.745
201917420;11/27/2020 12:00:00 AM;11/23/2020 12:00:00 AM;1200;19;Mission;1952;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;60;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;745;;;;10000 N  SEPULVEDA                    BL;;342.539;-1.184.675
202018593;12/20/2020 12:00:00 AM;12/20/2020 12:00:00 AM;25;20;Olympic;2015;2;624;BATTERY - SIMPLE ASSAULT;0305 0416 1822 1206;59;M;H;733;BAR/SPORTS BAR (OPEN DAY & NIGHT);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;4100    BEVERLY                      BL;;340.763;-1.182.986
201810757;05/07/2020 0:00;05/07/2020 0:00;1800;18;Southeast;1881;1;761;BRANDISH WEAPON;0334 0603 0361 0913;20;F;H;121;YARD (RESIDENTIAL/BUSINESS);106;UNKNOWN FIREARM;IC;Invest Cont;761;;;;700 W  GARDENA                      BL;;338.887;-118.287
